phonogram3967index,index,type,zhuyin,tone,stroke,orthographicgroup,phoneticradical,homograph_cnts,homophone_cnts,freq_char,freq_char(log),freq_char_4.0,freq_char_4.0(log),fre_cd,xasbc_cf_million,freq_syllable_4.0,freq_syllable_4.0(log),phoneticcom,FF_friends,FF(type),FF(1500),FF(2000),FF(log),FB_group_code,FB_total,FB_friend,FB_total_freq,FB_freq_friend,FB_freq_enemy,FB(type),FB(token),FB(1500),FB(5000),FB(log),註記,說明
0,1,八,ㄅㄚ,1,2,八,.,1,9,29652,4.47 ,15891,4.201151228,6114,1013.41 ,24429,4.39 ,.,.,.,.,.,.,1,9,2,24429,16024,8405,0.22 ,0.66 ,0.32 ,0.38 ,0.30 ,,
3942,2,叭,ㄅㄚ,1,5,八,八,1,9,67,1.83 ,133,2.123851641,94,8.75 ,24429,4.39 ,3,1,0.333333333,0.414330218,0.414330218,0.352055876,1,9,2,24429,16024,8405,0.22 ,0.66 ,0.32 ,0.38 ,0.30 ,,
0,3,巴,ㄅㄚ,1,4,巴,.,2,9,3239,3.51 ,4060,3.608526034,1519,295.90 ,24429,4.39 ,.,.,.,.,.,.,2,9,6,24429,8396,16033,0.67 ,0.34 ,0.68 ,0.62 ,0.65 ,,
3630,4,吧,ㄅㄚ,1,7,巴,巴,2,9,603,2.78 ,3794,3.579097327,1714,209.94 ,24429,4.39 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,2,9,6,24429,8396,16033,0.67 ,0.34 ,0.68 ,0.62 ,0.65 ,,
3633,5,疤,ㄅㄚ,1,9,巴,巴,1,9,44,1.64 ,151,2.178976947,76,7.46 ,24429,4.39 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,2,9,6,24429,8396,16033,0.67 ,0.34 ,0.68 ,0.62 ,0.65 ,,
3632,6,芭,ㄅㄚ,1,8,巴,巴,1,9,149,2.17 ,357,2.552668216,140,26.55 ,24429,4.39 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,2,9,6,24429,8396,16033,0.67 ,0.34 ,0.68 ,0.62 ,0.65 ,,
3634,7,笆,ㄅㄚ,1,10,巴,巴,1,9,13,1.11 ,32,1.505149978,19,2.01 ,24429,4.39 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,2,9,6,24429,8396,16033,0.67 ,0.34 ,0.68 ,0.62 ,0.65 ,,
3635,8,粑,ㄅㄚ,1,10,巴,巴,1,9,9,0.95 ,2,0.301029996,2,0.00 ,24429,4.39 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,2,9,6,24429,8396,16033,0.67 ,0.34 ,0.68 ,0.62 ,0.65 ,,
0,10,捌,ㄅㄚ,1,10,別,別,1,9,10,1.00 ,9,0.954242509,6,0.86 ,24429,4.39 ,1,1,1,1,1,1,3,9,1,24429,9,24420,0.11 ,0.00 ,0.00 ,0.00 ,0.05 ,,
3045,15,拔,ㄅㄚ,2,8,犮,犮,1,3,887,2.95 ,1017,3.007320953,614,74.91 ,1145,3.06 ,6,3,0.5,0.432565168,0.394963781,0.644168533,1,3,3,1145,1145,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3046,16,跋,ㄅㄚ,2,12,犮,犮,1,3,40,1.60 ,122,2.086359831,90,7.03 ,1145,3.06 ,6,3,0.5,0.432565168,0.394963781,0.644168533,1,3,3,1145,1145,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3044,17,鈸,ㄅㄚ,2,13,犮,犮,1,3,6,0.78 ,6,0.77815125,5,0.29 ,1145,3.06 ,6,3,0.5,0.432565168,0.394963781,0.644168533,1,3,3,1145,1145,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3636,13,把,ㄅㄚ,3,7,巴,巴,1,2,6302,3.80 ,13578,4.132835804,4911,950.41 ,13663,4.14 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,1,2,2,13663,13663,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3637,14,靶,ㄅㄚ,3,13,巴,巴,1,2,208,2.32 ,85,1.929418926,51,5.31 ,13663,4.14 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,1,2,2,13663,13663,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3629,24,爸,ㄅㄚ,4,8,巴,巴,1,5,507,2.71 ,3935,3.594944737,738,258.59 ,5642,3.75 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,3,5,1,5642,3935,1707,0.20 ,0.70 ,0.47 ,0.70 ,0.31 ,,
0,23,罷,ㄅㄚ,4,15,罷,能,1,5,1088,3.04 ,945,2.975431809,538,57.69 ,5642,3.75 ,3,1,0.333333333,0.270541082,0.236664162,0.300425354,2,5,1,5642,945,4697,0.20 ,0.17 ,0.29 ,0.17 ,0.26 ,,ㄆㄧ2(527)
0,20,霸,ㄅㄚ,4,21,霸,.,1,5,703,2.85 ,593,2.773054693,425,36.31 ,5642,3.75 ,.,.,.,.,.,.,1,5,3,5642,762,4880,0.60 ,0.14 ,0.24 ,0.14 ,0.43 ,,
0,21,灞,ㄅㄚ,4,24,霸,霸,1,5,2,0.30 ,1,0,1,0.00 ,5642,3.75 ,2,2,1,1,1,1,1,5,3,5642,762,4880,0.60 ,0.14 ,0.24 ,0.14 ,0.43 ,,
0,22,壩,ㄅㄚ,4,24,霸,霸,1,5,147,2.17 ,168,2.225309282,54,14.92 ,5642,3.75 ,2,2,1,1,1,1,1,5,3,5642,762,4880,0.60 ,0.14 ,0.24 ,0.14 ,0.43 ,,
0,11,巴,ㄅㄚ,5,4,巴,.,2,2,3239,3.51 ,4060,3.608526034,1519,295.90 ,7854,3.90 ,.,.,.,.,.,.,1,2,2,7854,7854,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3631,12,吧,ㄅㄚ,5,7,巴,巴,2,2,603,2.78 ,3794,3.579097327,1714,209.94 ,7854,3.90 ,16,9,0.5625,0.76497749,0.809059364,0.645735997,1,2,2,7854,7854,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3190,33,缽,ㄅㄛ,1,11,本,本,1,8,37,1.57 ,58,1.763427994,44,2.87 ,9055,3.96 ,3,1,0.333333333,0.119096509,0.119096509,0.283257654,5,8,1,9055,58,8997,0.13 ,0.01 ,0.01 ,0.01 ,0.09 ,,
0,25,啵,ㄅㄛ,1,11,皮,皮,1,8,1,0.00 ,5,0.698970004,4,0.00 ,9055,3.96 ,17,5,0.294117647,0.172436128,0.169030526,0.234406937,1,8,4,9055,4998,4057,0.50 ,0.55 ,0.45 ,0.55 ,0.45 ,a,101年rating後放回
0,26,波,ㄅㄛ,1,8,皮,皮,2,8,6149,3.79 ,4139,3.616895426,2046,293.60 ,9055,3.96 ,17,5,0.294117647,0.172436128,0.169030526,0.234406937,1,8,4,9055,4998,4057,0.50 ,0.55 ,0.45 ,0.55 ,0.45 ,,
3068,27,玻,ㄅㄛ,1,9,皮,皮,1,8,631,2.80 ,823,2.915399835,354,62.42 ,9055,3.96 ,17,5,0.294117647,0.172436128,0.169030526,0.234406937,1,8,4,9055,4998,4057,0.50 ,0.55 ,0.45 ,0.55 ,0.45 ,,
2014,28,菠,ㄅㄛ,1,12,皮,波,1,8,12,1.08 ,31,1.491361694,19,1.44 ,9055,3.96 ,2,1,0.5,0.020248204,0.018375815,0.316608933,1,8,4,9055,4998,4057,0.50 ,0.55 ,0.45 ,0.55 ,0.45 ,,
1866,31,剝,ㄅㄛ,1,10,彔,彔,1,8,306,2.49 ,535,2.728353782,348,27.70 ,9055,3.96 ,8,1,0.125,0.127684964,0.103082852,0.147198907,3,8,1,9055,535,8520,0.13 ,0.06 ,0.10 ,0.06 ,0.14 ,,
823,32,播,ㄅㄛ,1,15,番,番,2,8,2361,3.37 ,2631,3.420120848,1224,152.11 ,9055,3.96 ,14,2,0.142857143,0.418468406,0.43625259,0.256123351,4,8,1,9055,2631,6424,0.13 ,0.29 ,0.28 ,0.29 ,0.17 ,,
811,29,撥,ㄅㄛ,1,15,發,發,2,8,1402,3.15 ,833,2.920645001,545,55.54 ,9055,3.96 ,5,2,0.4,0.438767448,0.423379924,0.439274058,2,8,1,9055,833,8222,0.13 ,0.09 ,0.16 ,0.09 ,0.15 ,,
0,57,蔔,ㄅㄛ,2,15,,,2,19,66,1.82 ,169,2.227886705,88,7.61 ,35203,4.55 ,11,2,0.181818182,0.044815699,0.035422343,0.153608127,7,19,1,35203,169,35034,0.05 ,0.00 ,0.02 ,0.01 ,0.05 ,,
0,55,駁,ㄅㄛ,2,14,爻,爻,1,19,538,2.73 ,403,2.605305046,295,21.38 ,35203,4.55 ,1,1,1,1,1,1,5,19,1,35203,403,34800,0.05 ,0.01 ,0.04 ,0.02 ,0.06 ,,
0,43,白,ㄅㄛ,2,5,白,.,2,19,4657,3.67 ,9112,3.959613711,3483,574.29 ,35203,4.55 ,.,.,.,.,.,.,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,
0,46,百,ㄅㄛ,2,6,白,.,2,19,29031,4.46 ,16414,4.215214429,5635,1101.52 ,35203,4.55 ,.,.,.,.,.,.,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,ㄅㄞ3(78)；剔除錯誤讀音ㄅㄞ2(85)
3079,40,伯,ㄅㄛ,2,7,白,白,1,19,1811,3.26 ,2129,3.328175661,809,151.54 ,35203,4.55 ,16,7,0.4375,0.343306761,0.329761493,0.402789469,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,
3082,41,柏,ㄅㄛ,2,9,白,白,2,19,2323,3.37 ,1236,3.092018471,583,88.40 ,35203,4.55 ,16,7,0.4375,0.343306761,0.329761493,0.402789469,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,101年ㄅㄞ3(83)併讀為ㄅㄛ2(41)
3081,42,泊,ㄅㄛ,2,8,白,白,1,19,312,2.49 ,384,2.584331224,209,28.99 ,35203,4.55 ,16,7,0.4375,0.343306761,0.329761493,0.402789469,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,
3083,44,舶,ㄅㄛ,2,11,白,白,1,19,178,2.25 ,69,1.838849091,54,3.73 ,35203,4.55 ,16,7,0.4375,0.343306761,0.329761493,0.402789469,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,
3084,45,鉑,ㄅㄛ,2,13,白,白,1,19,2,0.30 ,4,0.602059991,3,0.00 ,35203,4.55 ,16,7,0.4375,0.343306761,0.329761493,0.402789469,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,
0,47,箔,ㄅㄛ,2,14,白,白,1,19,132,2.12 ,53,1.72427587,35,2.58 ,35203,4.55 ,16,7,0.4375,0.343306761,0.329761493,0.402789469,2,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,
0,56,帛,ㄅㄛ,2,8,白,白,1,19,18,1.26 ,70,1.84509804,26,7.46 ,35203,4.55 ,16,7,0.4375,0.343306761,0.329761493,0.402789469,6,19,9,35203,29471,5732,0.47 ,0.84 ,0.61 ,0.71 ,0.51 ,,
2597,51,勃,ㄅㄛ,2,9,孛,孛,1,19,322,2.51 ,561,2.748962861,386,36.45 ,35203,4.55 ,5,3,0.6,0.954314721,0.954314721,0.742653069,4,19,3,35203,752,34451,0.16 ,0.02 ,0.07 ,0.04 ,0.13 ,,
2595,52,脖,ㄅㄛ,2,11,孛,孛,1,19,102,2.01 ,179,2.252853031,140,10.62 ,35203,4.55 ,5,3,0.6,0.954314721,0.954314721,0.742653069,4,19,3,35203,752,34451,0.16 ,0.02 ,0.07 ,0.04 ,0.13 ,,
0,53,渤,ㄅㄛ,2,12,孛,孛,1,19,7,0.85 ,12,1.079181246,8,0.14 ,35203,4.55 ,5,3,0.6,0.954314721,0.954314721,0.742653069,4,19,3,35203,752,34451,0.16 ,0.02 ,0.07 ,0.04 ,0.13 ,,
0,39,礡,ㄅㄛ,2,19,尃,尃,1,19,10,1.00 ,20,1.301029996,20,1.00 ,35203,4.55 ,8,4,0.5,0.63633014,0.692906036,0.493027189,1,19,4,35203,3425,31778,0.21 ,0.10 ,0.17 ,0.17 ,0.19 ,,
1224,48,博,ㄅㄛ,2,12,尃,尃,1,19,2258,3.35 ,3198,3.504878459,1332,225.73 ,35203,4.55 ,8,4,0.5,0.63633014,0.692906036,0.493027189,3,19,4,35203,3425,31778,0.21 ,0.10 ,0.17 ,0.17 ,0.19 ,,
1225,49,搏,ㄅㄛ,2,13,尃,尃,1,19,65,1.81 ,175,2.243038049,144,10.33 ,35203,4.55 ,8,4,0.5,0.63633014,0.692906036,0.493027189,3,19,4,35203,3425,31778,0.21 ,0.10 ,0.17 ,0.17 ,0.19 ,,
1226,50,膊,ㄅㄛ,2,14,尃,尃,1,19,20,1.30 ,32,1.505149978,28,2.01 ,35203,4.55 ,8,4,0.5,0.63633014,0.692906036,0.493027189,3,19,4,35203,3425,31778,0.21 ,0.10 ,0.17 ,0.17 ,0.19 ,,
712,38,薄,ㄅㄛ,2,17,溥,溥,3,19,616,2.79 ,983,2.992553518,667,63.28 ,35203,4.55 ,4,2,0.5,0.622151899,0.622151899,0.529564433,1,19,1,35203,983,34220,0.05 ,0.03 ,0.09 ,0.05 ,0.07 ,,剔除錯誤讀音ㄅㄨ4(364)
3069,37,跛,ㄅㄛ,3,12,皮,皮,1,2,15,1.18 ,40,1.602059991,24,1.87 ,68,1.83 ,17,5,0.294117647,0.172436128,0.169030526,0.234406937,2,2,1,68,40,28,0.50 ,0.59 ,0.59 ,0.59 ,0.53 ,,
0,36,簸,ㄅㄛ,3,19,簸,皮,1,2,21,1.32 ,28,1.447158031,25,1.00 ,68,1.83 ,17,5,0.294117647,0.172436128,0.169030526,0.234406937,1,2,1,68,28,40,0.50 ,0.41 ,0.41 ,0.41 ,0.47 ,,ㄅㄛ4(75)
824,68,播,ㄅㄛ,4,15,番,番,2,4,2361,3.37 ,2631,3.420120848,1224,152.11 ,4486,3.65 ,14,2,0.142857143,0.418468406,0.43625259,0.256123351,1,4,1,4486,2631,1855,0.25 ,0.59 ,0.45 ,0.59 ,0.31 ,,
0,71,撥,ㄅㄛ,4,15,發,發,2,4,1402,3.15 ,833,2.920645001,545,55.54 ,4486,3.65 ,5,2,0.4,0.438767448,0.423379924,0.439274058,4,4,1,4486,833,3653,0.25 ,0.19 ,0.25 ,0.19 ,0.27 ,,
711,70,薄,ㄅㄛ,4,17,溥,溥,3,4,616,2.79 ,983,2.992553518,667,63.28 ,4486,3.65 ,4,2,0.5,0.622151899,0.622151899,0.529564433,3,4,1,4486,983,3503,0.25 ,0.22 ,0.29 ,0.22 ,0.27 ,,薄荷油
649,69,擘,ㄅㄛ,4,17,辟,辟,1,4,26,1.41 ,39,1.591064607,36,1.29 ,4486,3.65 ,15,1,0.066666667,0.006768483,0.006228042,0.049252284,2,4,1,4486,39,4447,0.25 ,0.01 ,0.01 ,0.01 ,0.15 ,,
0,35,蔔,ㄅㄛ,5,15,,,2,1,66,1.82 ,169,2.227886705,88,7.61 ,169,2.23 ,11,2,0.181818182,0.044815699,0.035422343,0.153608127,1,1,1,169,169,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,77,掰,ㄅㄞ,1,12,手,手,1,1,6,0.78 ,30,1.477121255,23,0.57 ,30,1.48 ,2,1,0.5,0.080645161,0.080645161,0.368254048,1,1,1,30,30,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,84,白,ㄅㄞ,2,5,白,.,2,1,4657,3.67 ,9112,3.959613711,3483,574.29 ,9112,3.96 ,.,.,.,.,.,.,1,1,1,9112,9112,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,83,柏,ㄅㄞ,3,9,白,白,2,6,2323,3.37 ,1236,3.092018471,583,88.40 ,19281,4.29 ,16,1,0.0625,0.127963557,0.10680954,0.082946945,1,6,1,19281,1236,18045,0.17 ,0.06 ,0.29 ,0.16 ,0.22 ,,101年ㄅㄞ3(83)併讀為ㄅㄛ2(41)
0,78,百,ㄅㄞ,3,6,百,.,2,6,29031,4.46 ,16414,4.215214429,5635,1101.52 ,19281,4.29 ,.,.,.,.,.,.,1,6,2,19281,16461,2820,0.33 ,0.85 ,0.36 ,0.64 ,0.43 ,,ㄅㄛ2(46)；剔除錯誤讀音ㄅㄞ2(85)
2759,79,佰,ㄅㄞ,3,8,百,百,1,6,45,1.65 ,47,1.672097858,29,2.30 ,19281,4.29 ,2,1,0.5,0.093812375,0.093812375,0.386241277,1,6,2,19281,16461,2820,0.33 ,0.85 ,0.36 ,0.64 ,0.43 ,,
0,82,捭,ㄅㄞ,3,11,卑,卑,1,6,1,0.00 ,3,0.477121255,3,0.43 ,19281,4.29 ,15,2,0.133333333,0.003297066,0.002830456,0.055191243,3,6,1,19281,3,19278,0.17 ,0.00 ,0.00 ,0.00 ,0.03 ,,
456,80,擺,ㄅㄞ,3,18,罷,罷,1,6,1426,3.15 ,1566,3.194791758,1131,101.31 ,19281,4.29 ,2,2,1,1,1,1,2,6,2,19281,1581,17700,0.33 ,0.08 ,0.35 ,0.20 ,0.32 ,,
457,81,襬,ㄅㄞ,3,21,罷,罷,1,6,9,0.95 ,15,1.176091259,11,0.14 ,19281,4.29 ,2,2,1,1,1,1,2,6,2,19281,1581,17700,0.33 ,0.08 ,0.35 ,0.20 ,0.32 ,,
0,87,敗,ㄅㄞ,4,11,貝,貝,1,4,1955,3.29 ,2473,3.393224116,1397,150.96 ,4758,3.68 ,5,2,0.4,0.492796333,0.494573261,0.385758294,2,4,2,4758,2478,2280,0.50 ,0.52 ,0.50 ,0.52 ,0.49 ,,
0,88,唄,ㄅㄞ,4,10,貝,貝,1,4,1,0.00 ,5,0.698970004,5,0.14 ,4758,3.68 ,5,2,0.4,0.492796333,0.494573261,0.385758294,2,4,2,4758,2478,2280,0.50 ,0.52 ,0.50 ,0.52 ,0.49 ,a,101年rating後放回
2252,89,稗,ㄅㄞ,4,13,卑,卑,1,4,4,0.60 ,7,0.84509804,4,0.00 ,4758,3.68 ,15,2,0.133333333,0.003297066,0.002830456,0.055191243,3,4,1,4758,7,4751,0.25 ,0.00 ,0.00 ,0.00 ,0.10 ,,
0,86,拜,ㄅㄞ,4,9,拜,.,1,4,1873,3.27 ,2273,3.356599436,1173,140.63 ,4758,3.68 ,.,.,.,.,.,.,1,4,1,4758,2273,2485,0.25 ,0.48 ,0.50 ,0.48 ,0.40 ,,
0,95,杯,ㄅㄟ,1,8,不,不,1,8,1169,3.07 ,1227,3.088844563,552,79.36 ,8102,3.91 ,5,2,0.4,0.520879121,0.450203528,0.521078859,3,8,2,8102,1659,6443,0.25 ,0.20 ,0.29 ,0.20 ,0.26 ,,
0,96,盃,ㄅㄟ,1,9,不,不,1,8,561,2.75 ,432,2.635483747,240,34.01 ,8102,3.91 ,5,2,0.4,0.520879121,0.450203528,0.521078859,3,8,2,8102,1659,6443,0.25 ,0.20 ,0.29 ,0.20 ,0.26 ,,
0,92,卑,ㄅㄟ,1,8,卑,.,1,8,208,2.32 ,471,2.673020907,292,27.41 ,8102,3.91 ,.,.,.,.,.,.,2,8,3,8102,949,7153,0.38 ,0.12 ,0.17 ,0.12 ,0.33 ,,
2253,93,碑,ㄅㄟ,1,13,卑,卑,1,8,336,2.53 ,372,2.57054294,247,24.40 ,8102,3.91 ,15,2,0.133333333,0.157599736,0.135295783,0.191837021,2,8,3,8102,949,7153,0.38 ,0.12 ,0.17 ,0.12 ,0.33 ,,
2254,94,俾,ㄅㄟ,1,10,卑,卑,2,8,251,2.40 ,106,2.025305865,83,9.61 ,8102,3.91 ,15,2,0.133333333,0.157599736,0.135295783,0.191837021,2,8,3,8102,949,7153,0.38 ,0.12 ,0.17 ,0.12 ,0.33 ,,101年ㄅㄟ(94)併讀為ㄅㄧ4(234)
1893,91,悲,ㄅㄟ,1,12,非,非,1,8,791,2.90 ,1816,3.259115844,1037,99.16 ,8102,3.91 ,25,2,0.08,0.257528046,0.255532323,0.125891658,1,8,1,8102,1816,6286,0.13 ,0.22 ,0.26 ,0.22 ,0.15 ,,
0,97,背,ㄅㄟ,1,9,背,.,2,8,1790,3.25 ,3587,3.554731377,2078,230.18 ,8102,3.91 ,.,.,.,.,.,.,4,8,2,8102,3678,4424,0.25 ,0.45 ,0.28 ,0.45 ,0.25 ,,
1608,98,揹,ㄅㄟ,1,12,背,背,1,8,37,1.57 ,91,1.959041392,61,5.45 ,8102,3.91 ,2,2,1,1,1,1,4,8,2,8102,3678,4424,0.25 ,0.45 ,0.28 ,0.45 ,0.25 ,,
0,99,北,ㄅㄟ,3,5,北,.,1,1,22257,4.35 ,15811,4.198959339,5251,1080.43 ,15811,4.20 ,.,.,.,.,.,.,1,1,1,15811,15811,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
224,111,倍,ㄅㄟ,4,10,,,1,15,1373,3.14 ,1370,3.136720567,902,87.39 ,33602,4.53 ,10,3,0.3,0.199081578,0.17539267,0.234849602,7,15,3,33602,1474,32128,0.20 ,0.04 ,0.16 ,0.08 ,0.19 ,,
225,112,焙,ㄅㄟ,4,12,,,1,15,44,1.64 ,47,1.672097858,27,1.72 ,33602,4.53 ,10,3,0.3,0.199081578,0.17539267,0.234849602,7,15,3,33602,1474,32128,0.20 ,0.04 ,0.16 ,0.08 ,0.19 ,,
0,113,蓓,ㄅㄟ,4,14,,,1,15,52,1.72 ,57,1.755874856,26,2.15 ,33602,4.53 ,10,3,0.3,0.199081578,0.17539267,0.234849602,7,15,3,33602,1474,32128,0.20 ,0.04 ,0.16 ,0.08 ,0.19 ,,
3078,105,被,ㄅㄟ,4,11,皮,皮,2,15,19542,4.29 ,17789,4.250151535,6409,1053.59 ,33602,4.53 ,17,1,0.058823529,0.107952501,0.116733789,0.096908382,3,15,1,33602,17789,15813,0.07 ,0.53 ,0.16 ,0.27 ,0.12 ,,
0,116,孛,ㄅㄟ,4,7,孛,.,1,15,2,0.30 ,10,1,6,1.29 ,33602,4.53 ,.,.,.,.,.,.,8,15,2,33602,42,33560,0.13 ,0.00 ,0.00 ,0.00 ,0.07 ,,
2598,115,悖,ㄅㄟ,4,10,孛,孛,1,15,51,1.71 ,32,1.505149978,30,2.15 ,33602,4.53 ,5,1,0.2,0.040609137,0.040609137,0.183819236,8,15,2,33602,42,33560,0.13 ,0.00 ,0.00 ,0.00 ,0.07 ,,
0,106,貝,ㄅㄟ,4,7,貝,.,1,15,964,2.98 ,1614,3.20790353,732,119.54 ,33602,4.53 ,.,.,.,.,.,.,4,15,3,33602,1663,31939,0.20 ,0.05 ,0.17 ,0.09 ,0.16 ,,
0,107,狽,ㄅㄟ,4,10,貝,貝,1,15,19,1.28 ,45,1.653212514,43,2.30 ,33602,4.53 ,5,2,0.4,0.016044532,0.012086828,0.21259746,4,15,3,33602,1663,31939,0.20 ,0.05 ,0.17 ,0.09 ,0.16 ,,
0,108,鋇,ㄅㄟ,4,15,貝,貝,1,15,3,0.48 ,4,0.602059991,1,0.00 ,33602,4.53 ,5,2,0.4,0.016044532,0.012086828,0.21259746,4,15,3,33602,1663,31939,0.20 ,0.05 ,0.17 ,0.09 ,0.16 ,,
1892,109,輩,ㄅㄟ,4,15,非,非,1,15,487,2.69 ,1117,3.048053173,759,66.01 ,33602,4.53 ,25,2,0.08,0.257528046,0.255532323,0.125891658,5,15,1,33602,1117,32485,0.07 ,0.03 ,0.12 ,0.06 ,0.09 ,,
0,103,背,ㄅㄟ,4,9,背,.,2,15,1790,3.25 ,3587,3.554731377,2078,230.18 ,33602,4.53 ,.,.,.,.,.,.,2,15,2,33602,3593,30009,0.13 ,0.11 ,0.16 ,0.19 ,0.12 ,,
1607,104,褙,ㄅㄟ,4,15,背,背,1,15,10,1.00 ,6,0.77815125,6,0.29 ,33602,4.53 ,2,2,1,1,1,1,2,15,2,33602,3593,30009,0.13 ,0.11 ,0.16 ,0.19 ,0.12 ,,
0,100,備,ㄅㄟ,4,12,備,.,1,15,9992,4.00 ,7353,3.866464566,3849,540.28 ,33602,4.53 ,.,.,.,.,.,.,1,15,2,33602,7455,26147,0.13 ,0.22 ,0.17 ,0.28 ,0.17 ,,
0,101,憊,ㄅㄟ,4,16,備,備,1,15,46,1.66 ,102,2.008600172,95,5.74 ,33602,4.53 ,1,1,1,1,1,1,1,15,2,33602,7455,26147,0.13 ,0.22 ,0.17 ,0.28 ,0.17 ,,
650,110,臂,ㄅㄟ,4,17,辟,辟,2,15,250,2.40 ,469,2.671172843,292,28.27 ,33602,4.53 ,15,1,0.066666667,0.081395349,0.074896199,0.082687631,6,15,1,33602,469,33133,0.07 ,0.01 ,0.05 ,0.03 ,0.08 ,,
0,118,包,ㄅㄠ,1,5,包,.,1,5,10307,4.01 ,9473,3.976487537,4927,575.87 ,11342,4.05 ,.,.,.,.,.,.,1,5,4,11342,11264,78,0.80 ,0.99 ,0.98 ,0.99 ,0.84 ,,
3378,119,胞,ㄅㄠ,1,9,包,包,1,5,1306,3.12 ,1723,3.236285277,601,102.03 ,11342,4.05 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,1,5,4,11342,11264,78,0.80 ,0.99 ,0.98 ,0.99 ,0.84 ,,
3379,120,苞,ㄅㄠ,1,9,包,包,1,5,34,1.53 ,38,1.579783597,28,3.01 ,11342,4.05 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,1,5,4,11342,11264,78,0.80 ,0.99 ,0.98 ,0.99 ,0.84 ,,
0,121,孢,ㄅㄠ,1,8,包,包,1,5,1,0.00 ,30,1.477121255,15,0.29 ,11342,4.05 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,1,5,4,11342,11264,78,0.80 ,0.99 ,0.98 ,0.99 ,0.84 ,a,
1839,122,褒,ㄅㄠ,1,15,保,保,1,5,85,1.93 ,78,1.892094603,52,6.17 ,11342,4.05 ,5,5,1,1,1,1,2,5,1,11342,78,11264,0.20 ,0.01 ,0.02 ,0.01 ,0.16 ,,
3380,130,雹,ㄅㄠ,2,13,包,包,1,2,9,0.95 ,17,1.230448921,12,1.58 ,1000,3.00 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,1,2,1,1000,17,983,0.50 ,0.02 ,0.02 ,0.02 ,0.29 ,,
0,131,薄,ㄅㄠ,2,17,溥,溥,3,2,616,2.79 ,983,2.992553518,667,63.28 ,1000,3.00 ,4,1,0.25,0.311075949,0.311075949,0.264782216,2,2,1,1000,983,17,0.50 ,0.98 ,0.98 ,0.98 ,0.71 ,,剔除錯誤讀音ㄅㄨ4(364)
0,129,鴇,ㄅㄠ,3,15,,,1,7,11,1.04 ,8,0.903089987,6,0.29 ,20643,4.31 ,1,1,1,1,1,1,4,7,1,20643,8,20635,0.14 ,0.00 ,0.00 ,0.00 ,0.05 ,,
3381,128,飽,ㄅㄠ,3,13,包,包,1,7,668,2.82 ,741,2.869818208,548,48.65 ,20643,4.31 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,3,7,1,20643,741,19902,0.14 ,0.04 ,0.15 ,0.07 ,0.16 ,,
0,123,保,ㄅㄠ,3,9,保,.,1,7,20576,4.31 ,15234,4.182813951,5133,1045.12 ,20643,4.31 ,.,.,.,.,.,.,1,7,4,20643,16360,4283,0.57 ,0.79 ,0.54 ,0.59 ,0.59 ,,
1842,124,堡,ㄅㄠ,3,12,保,保,1,7,303,2.48 ,1030,3.012837225,370,79.36 ,20643,4.31 ,5,5,1,1,1,1,1,7,4,20643,16360,4283,0.57 ,0.79 ,0.54 ,0.59 ,0.59 ,,
