phonogram3967index,index,type,zhuyin,tone,stroke,orthographicgroup,phoneticradical,homograph_cnts,homophone_cnts,freq_char,freq_char(log),freq_char_4.0,freq_char_4.0(log),fre_cd,xasbc_cf_million,freq_syllable_4.0,freq_syllable_4.0(log),phoneticcom,FF_friends,FF(type),FF(1500),FF(2000),FF(log),FB_group_code,FB_total,FB_friend,FB_total_freq,FB_freq_friend,FB_freq_enemy,FB(type),FB(token),FB(1500),FB(5000),FB(log),註記,說明
0,3213,荷,ㄏㄜ,2,11,何,何,2,16,736,2.87 ,1286,3.109240969,650,83.52 ,86957,4.94 ,2,2,1,1,1,1,5,16,2,86957,15395,71562,0.13 ,0.18 ,0.28 ,0.26 ,0.18 ,,
2216,3216,涸,ㄏㄜ,2,11,固,固,1,16,25,1.40 ,59,1.770852012,43,3.73 ,86957,4.94 ,7,1,0.142857143,0.012677267,0.00958726,0.087062098,8,16,1,86957,59,86898,0.06 ,0.00 ,0.01 ,0.00 ,0.04 ,,ㄏㄠ4(3273)
1718,3214,褐,ㄏㄜ,2,14,曷,曷,1,16,42,1.62 ,183,2.26245109,103,15.93 ,86957,4.94 ,16,3,0.1875,0.467744306,0.535938501,0.258957356,6,16,1,86957,183,86774,0.06 ,0.00 ,0.02 ,0.01 ,0.06 ,,
1350,3215,闔,ㄏㄜ,2,18,盍,盍,1,16,48,1.68 ,70,1.84509804,63,4.16 ,86957,4.94 ,7,1,0.142857143,0.034263338,0.028842192,0.137211968,7,16,1,86957,70,86887,0.06 ,0.00 ,0.01 ,0.00 ,0.05 ,,
289,3228,鶴,ㄏㄜ,4,21,,,1,7,240,2.38 ,214,2.330413773,113,12.77 ,47099,4.67 ,3,1,0.333333333,0.121315193,0.094522968,0.294953366,2,7,1,47099,214,46885,0.14 ,0.00 ,0.03 ,0.02 ,0.11 ,,101年ㄏㄠ2(3260)併讀為ㄏㄜ4(3228)
3395,3227,賀,ㄏㄜ,4,12,加,加,1,7,609,2.78 ,467,2.669316881,261,26.26 ,47099,4.67 ,16,1,0.0625,0.067534346,0.060672989,0.083974497,1,7,1,47099,467,46632,0.14 ,0.01 ,0.07 ,0.04 ,0.12 ,,
0,3233,和,ㄏㄜ,4,8,禾,禾,4,7,24914,4.40 ,41204,4.614939378,9274,2657.65 ,47099,4.67 ,7,2,0.285714286,0.376411543,0.382043935,0.347846074,6,7,1,47099,41204,5895,0.14 ,0.87 ,0.23 ,0.46 ,0.21 ,,
0,3232,荷,ㄏㄜ,4,11,何,何,2,7,736,2.87 ,1286,3.109240969,650,83.52 ,47099,4.67 ,2,2,1,1,1,1,5,7,1,47099,1286,45813,0.14 ,0.03 ,0.20 ,0.12 ,0.14 ,,
1716,3231,喝,ㄏㄜ,4,12,曷,曷,2,7,1119,3.05 ,2428,3.385248682,995,153.83 ,47099,4.67 ,16,3,0.1875,0.467744306,0.535938501,0.258957356,4,7,1,47099,2428,44671,0.14 ,0.05 ,0.23 ,0.22 ,0.16 ,,
0,3229,赫,ㄏㄜ,4,14,赫,.,1,7,463,2.67 ,503,2.701567985,297,37.02 ,47099,4.67 ,.,.,.,.,.,.,3,7,2,47099,1500,45599,0.29 ,0.03 ,0.23 ,0.14 ,0.26 ,,
0,3230,嚇,ㄏㄜ,4,17,赫,赫,2,7,1949,3.29 ,997,2.998695158,671,65.58 ,47099,4.67 ,2,1,0.5,0.5,0.5,0.5,3,7,2,47099,1500,45599,0.29 ,0.03 ,0.23 ,0.14 ,0.26 ,,
0,3235,咳,ㄏㄞ,1,9,亥,亥,2,2,51,1.71 ,173,2.238046103,102,6.46 ,228,2.36 ,14,5,0.357142857,0.233698927,0.225896082,0.342416815,2,2,1,228,173,55,0.50 ,0.76 ,0.76 ,0.76 ,0.56 ,b,咳聲歎氣；ㄎㄜ2(2994)
0,3236,嗨,ㄏㄞ,1,13,海,海,1,2,6,0.78 ,55,1.740362689,46,3.30 ,228,2.36 ,1,1,1,1,1,1,1,2,1,228,55,173,0.50 ,0.24 ,0.24 ,0.24 ,0.44 ,,
55,3241,還,ㄏㄞ,2,17,,,2,3,12074,4.08 ,25855,4.412544542,8086,1530.45 ,35784,4.55 ,7,1,0.142857143,0.325520833,0.327439424,0.246164132,2,3,1,35784,25855,9929,0.33 ,0.72 ,0.49 ,0.50 ,0.43 ,,
3022,3239,孩,ㄏㄞ,2,9,亥,亥,1,3,2690,3.43 ,9855,3.993656629,2216,582.33 ,35784,4.55 ,14,5,0.357142857,0.233698927,0.225896082,0.342416815,1,3,2,35784,9929,25855,0.67 ,0.28 ,0.51 ,0.50 ,0.57 ,,
3023,3240,骸,ㄏㄞ,2,16,亥,亥,1,3,40,1.60 ,74,1.86923172,61,4.45 ,35784,4.55 ,14,5,0.357142857,0.233698927,0.225896082,0.342416815,1,3,2,35784,9929,25855,0.67 ,0.28 ,0.51 ,0.50 ,0.57 ,,
2524,3237,海,ㄏㄞ,3,10,每,每,1,2,13479,4.13 ,12960,4.112605002,3531,837.05 ,12963,4.11 ,10,1,0.1,0.272925764,0.331455088,0.164827729,1,2,1,12963,12960,3,0.50 ,1.00 ,1.00 ,1.00 ,0.90 ,,剔除錯誤讀音ㄌㄨ4(2526)
0,3238,醢,ㄏㄞ,3,17,酉,戌,1,2,3,0.48 ,3,0.477121255,2,0.00 ,12963,4.11 ,1,1,1,1,1,1,1,2,1,12963,3,12960,0.50 ,0.00 ,0.00 ,0.00 ,0.10 ,,脯醢
0,3245,亥,ㄏㄞ,4,6,亥,.,1,4,71,1.85 ,61,1.785329835,46,3.16 ,5710,3.76 ,.,.,.,.,.,.,2,4,3,5710,253,5457,0.75 ,0.04 ,0.14 ,0.05 ,0.57 ,,
3021,3244,駭,ㄏㄞ,4,16,亥,亥,1,4,69,1.84 ,182,2.260071388,116,8.75 ,5710,3.76 ,14,5,0.357142857,0.233698927,0.225896082,0.342416815,2,4,3,5710,253,5457,0.75 ,0.04 ,0.14 ,0.05 ,0.57 ,,
0,3246,氦,ㄏㄞ,4,10,亥,亥,1,4,2,0.30 ,10,1,3,0.00 ,5710,3.76 ,14,5,0.357142857,0.233698927,0.225896082,0.342416815,2,4,3,5710,253,5457,0.75 ,0.04 ,0.14 ,0.05 ,0.57 ,,惰性氣體
0,3243,害,ㄏㄞ,4,10,害,.,1,4,7586,3.88 ,5457,3.736953954,2498,310.39 ,5710,3.76 ,.,.,.,.,.,.,1,4,1,5710,5457,253,0.25 ,0.96 ,0.86 ,0.95 ,0.43 ,,
0,3248,黑,ㄏㄟ,1,12,黑,.,1,2,3808,3.58 ,4976,3.696880372,2028,303.22 ,5203,3.72 ,.,.,.,.,.,.,1,2,2,5203,5203,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3249,嘿,ㄏㄟ,1,15,黑,黑,1,2,47,1.67 ,227,2.356025857,111,12.63 ,5203,3.72 ,3,1,0.333333333,0.080525009,0.074013694,0.272789529,1,2,2,5203,5203,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3250,蒿,ㄏㄠ,1,14,高,高,1,1,3,0.48 ,16,1.204119983,8,0.29 ,16,1.20 ,10,2,0.2,0.006984866,0.006984866,0.089957698,1,1,1,16,16,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1950,3259,號,ㄏㄠ,2,13,,虎,2,7,10536,4.02 ,5340,3.727541257,2499,343.40 ,8354,3.92 ,4,2,0.5,0.978473581,0.983767831,0.710541753,3,7,1,8354,5340,3014,0.14 ,0.64 ,0.34 ,0.62 ,0.24 ,,
0,3258,毫,ㄏㄠ,2,11,毛,毛,1,7,1244,3.09 ,1631,3.212453961,1118,101.17 ,8354,3.92 ,4,2,0.5,0.93919793,0.94244898,0.697829832,2,7,1,8354,1631,6723,0.14 ,0.20 ,0.34 ,0.20 ,0.21 ,,
0,3253,豪,ㄏㄠ,2,14,豪,.,1,7,855,2.93 ,1268,3.103119254,631,82.94 ,8354,3.92 ,.,.,.,.,.,.,1,7,5,8354,1383,6971,0.71 ,0.17 ,0.32 ,0.17 ,0.55 ,,
523,3254,嚎,ㄏㄠ,2,17,豪,豪,1,7,37,1.57 ,65,1.812913357,57,3.16 ,8354,3.92 ,4,4,1,1,1,1,1,7,5,8354,1383,6971,0.71 ,0.17 ,0.32 ,0.17 ,0.55 ,,
520,3255,壕,ㄏㄠ,2,17,豪,豪,1,7,21,1.32 ,29,1.462397998,21,2.30 ,8354,3.92 ,4,4,1,1,1,1,1,7,5,8354,1383,6971,0.71 ,0.17 ,0.32 ,0.17 ,0.55 ,,
522,3256,蠔,ㄏㄠ,2,20,豪,豪,1,7,51,1.71 ,15,1.176091259,8,0.14 ,8354,3.92 ,4,4,1,1,1,1,1,7,5,8354,1383,6971,0.71 ,0.17 ,0.32 ,0.17 ,0.55 ,,
521,3257,濠,ㄏㄠ,2,17,豪,豪,1,7,4,0.60 ,6,0.77815125,5,0.86 ,8354,3.92 ,4,4,1,1,1,1,1,7,5,8354,1383,6971,0.71 ,0.17 ,0.32 ,0.17 ,0.55 ,,
3861,3251,好,ㄏㄠ,3,6,子,子,2,2,15153,4.18 ,34916,4.543024485,8370,2191.13 ,35316,4.55 ,9,2,0.222222222,0.281610814,0.291481454,0.292415648,1,2,1,35316,34916,400,0.50 ,0.99 ,0.79 ,0.93 ,0.64 ,,
0,3252,郝,ㄏㄠ,3,10,赤,赤,1,2,2607,3.42 ,400,2.602059991,154,47.21 ,35316,4.55 ,5,1,0.2,0.713012478,0.713012478,0.316588501,2,2,1,35316,400,34916,0.50 ,0.01 ,0.21 ,0.07 ,0.36 ,,
1951,3261,號,ㄏㄠ,4,13,,虎,2,10,10536,4.02 ,5340,3.727541257,2499,343.40 ,41626,4.62 ,4,2,0.5,0.978473581,0.983767831,0.710541753,1,10,1,41626,5340,36286,0.10 ,0.13 ,0.34 ,0.44 ,0.19 ,,
3860,3262,好,ㄏㄠ,4,6,子,子,2,10,15153,4.18 ,34916,4.543024485,8370,2191.13 ,41626,4.62 ,9,2,0.222222222,0.281610814,0.291481454,0.292415648,2,10,1,41626,34916,6710,0.10 ,0.84 ,0.34 ,0.44 ,0.23 ,,
0,3268,昊,ㄏㄠ,4,8,日,日,1,10,20,1.30 ,35,1.544068044,11,1.72 ,41626,4.62 ,5,1,0.2,0.011334197,0.008561644,0.116019333,7,10,1,41626,35,41591,0.10 ,0.00 ,0.01 ,0.00 ,0.08 ,,
0,3263,耗,ㄏㄠ,4,10,毛,毛,1,10,619,2.79 ,678,2.831229694,514,43.19 ,41626,4.62 ,4,2,0.5,0.93919793,0.94244898,0.697829832,3,10,1,41626,678,40948,0.10 ,0.02 ,0.16 ,0.06 ,0.14 ,,
2629,3264,浩,ㄏㄠ,4,10,告,告,1,10,439,2.64 ,485,2.685741739,300,30.28 ,41626,4.62 ,9,2,0.222222222,0.149299065,0.121022727,0.241754516,4,10,2,41626,639,40987,0.20 ,0.02 ,0.15 ,0.06 ,0.25 ,,
2630,3265,皓,ㄏㄠ,4,12,告,告,1,10,59,1.77 ,154,2.187520721,30,1.72 ,41626,4.62 ,9,2,0.222222222,0.149299065,0.121022727,0.241754516,4,10,2,41626,639,40987,0.20 ,0.02 ,0.15 ,0.06 ,0.25 ,,
1263,3267,鎬,ㄏㄠ,4,18,高,高,1,10,14,1.15 ,2,0.301029996,2,0.14 ,41626,4.62 ,10,2,0.2,0.006984866,0.006984866,0.089957698,6,10,1,41626,2,41624,0.10 ,0.00 ,0.00 ,0.00 ,0.02 ,,
0,3266,澔,ㄏㄠ,4,15,皓,皓,1,10,3,0.48 ,2,0.301029996,2,0.00 ,41626,4.62 ,1,1,1,1,1,1,5,10,1,41626,2,41624,0.10 ,0.00 ,0.00 ,0.00 ,0.02 ,,
863,3269,顥,ㄏㄠ,4,21,顥,景,1,10,7,0.85 ,9,0.954242509,5,0.86 ,41626,4.62 ,4,2,0.5,0.008668731,0.006619385,0.211553582,8,10,2,41626,14,41612,0.20 ,0.00 ,0.00 ,0.00 ,0.08 ,,
0,3270,灝,ㄏㄠ,4,24,顥,景,1,10,13,1.11 ,5,0.698970004,4,0.29 ,41626,4.62 ,4,2,0.5,0.008668731,0.006619385,0.211553582,8,10,2,41626,14,41612,0.20 ,0.00 ,0.00 ,0.00 ,0.08 ,,
0,3278,侯,ㄏㄡ,2,9,侯,.,1,3,484,2.68 ,487,2.687528961,181,30.85 ,1374,3.14 ,.,.,.,.,.,.,1,3,3,1374,1374,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,剔除讀音ㄏㄡ4(3283)
1845,3276,猴,ㄏㄡ,2,12,侯,侯,1,3,268,2.43 ,554,2.743509765,165,42.62 ,1374,3.14 ,3,3,1,1,1,1,1,3,3,1374,1374,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1844,3277,喉,ㄏㄡ,2,12,侯,侯,1,3,166,2.22 ,333,2.522444234,221,20.52 ,1374,3.14 ,3,3,1,1,1,1,1,3,3,1374,1374,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3275,吼,ㄏㄡ,3,7,孔,孔,1,1,62,1.79 ,193,2.285557309,130,13.63 ,193,2.29 ,1,1,1,1,1,1,1,1,1,193,193,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3288,鱟,ㄏㄡ,4,24,,,1,6,1,0.00 ,2,0.301029996,1,0.00 ,58816,4.77 ,8,1,0.125,0.000257136,1.95E-04,0.011403687,5,6,1,58816,2,58814,0.17 ,0.00 ,0.00 ,0.00 ,0.02 ,,
0,3285,后,ㄏㄡ,4,6,后,.,1,6,725,2.86 ,315,2.498310554,137,50.94 ,58816,4.77 ,.,.,.,.,.,.,2,6,2,58816,350,58466,0.33 ,0.01 ,0.07 ,0.03 ,0.25 ,,
2891,3284,逅,ㄏㄡ,4,10,后,后,1,6,9,0.95 ,35,1.544068044,33,1.29 ,58816,4.77 ,3,1,0.333333333,0.202312139,0.202312139,0.296455681,2,6,2,58816,350,58466,0.33 ,0.01 ,0.07 ,0.03 ,0.25 ,,101年ㄍㄡ4(2720)併讀為ㄏㄡ4(3284)
0,3282,候,ㄏㄡ,4,10,侯,侯,1,6,3241,3.51 ,9300,3.968482949,3266,523.93 ,58816,4.77 ,3,3,1,1,1,1,1,6,1,58816,9300,49516,0.17 ,0.16 ,0.31 ,0.42 ,0.24 ,,
0,3287,厚,ㄏㄡ,4,9,厚,,1,6,1564,3.19 ,1663,3.220892249,1114,115.81 ,58816,4.77 ,1,1,1,1,1,1,4,6,1,58816,1663,57153,0.17 ,0.03 ,0.31 ,0.14 ,0.20 ,,
0,3286,後,ㄏㄡ,4,9,後,,1,6,48759,4.69 ,47501,4.676702753,11975,2864.58 ,58816,4.77 ,1,1,1,1,1,1,3,6,1,58816,47501,11315,0.17 ,0.81 ,0.31 ,0.42 ,0.29 ,,
3813,3293,鼾,ㄏㄢ,1,17,干,干,1,5,7,0.85 ,23,1.361727836,22,1.29 ,152,2.18 ,16,8,0.5,0.361175986,0.328583927,0.457823302,2,5,2,152,31,121,0.40 ,0.20 ,0.20 ,0.20 ,0.36 ,,
3812,3294,頇,ㄏㄢ,1,12,干,干,1,5,8,0.90 ,8,0.903089987,8,0.14 ,152,2.18 ,16,8,0.5,0.361175986,0.328583927,0.457823302,2,5,2,152,31,121,0.40 ,0.20 ,0.20 ,0.20 ,0.36 ,,
3137,3291,酣,ㄏㄢ,1,12,甘,甘,1,5,40,1.60 ,39,1.591064607,36,2.58 ,152,2.18 ,8,3,0.375,0.256544503,0.256544503,0.341680521,1,5,2,152,42,110,0.40 ,0.28 ,0.28 ,0.28 ,0.33 ,,
3136,3292,蚶,ㄏㄢ,1,11,甘,甘,1,5,5,0.70 ,3,0.477121255,3,0.14 ,152,2.18 ,8,3,0.375,0.256544503,0.256544503,0.341680521,1,5,2,152,42,110,0.40 ,0.28 ,0.28 ,0.28 ,0.33 ,,
875,3295,憨,ㄏㄢ,1,16,敢,敢,1,5,43,1.63 ,79,1.897627091,57,5.17 ,152,2.18 ,4,1,0.25,0.291512915,0.291512915,0.324196997,3,5,1,152,79,73,0.20 ,0.52 ,0.52 ,0.52 ,0.30 ,,
134,3304,寒,ㄏㄢ,2,12,,,1,7,786,2.90 ,1204,3.080626487,785,84.09 ,8516,3.93 ,9,1,0.111111111,0.167851666,0.156913854,0.150687061,4,7,1,8516,1204,7312,0.14 ,0.14 ,0.17 ,0.14 ,0.16 ,,
3814,3305,汗,ㄏㄢ,2,6,干,干,2,7,350,2.54 ,825,2.916453949,465,44.34 ,8516,3.93 ,16,8,0.5,0.361175986,0.328583927,0.457823302,5,7,1,8516,825,7691,0.14 ,0.10 ,0.12 ,0.10 ,0.15 ,,（限讀）可汗ㄎㄜ4ㄏㄢ2
3138,3303,邯,ㄏㄢ,2,8,甘,甘,1,7,3,0.48 ,7,0.84509804,5,0.29 ,8516,3.93 ,8,3,0.375,0.256544503,0.256544503,0.341680521,3,7,1,8516,7,8509,0.14 ,0.00 ,0.00 ,0.00 ,0.04 ,,
0,3302,含,ㄏㄢ,2,7,含,.,1,7,1206,3.08 ,2431,3.385784959,1486,147.66 ,8516,3.93 ,.,.,.,.,.,.,2,7,1,8516,2431,6085,0.14 ,0.29 ,0.21 ,0.29 ,0.17 ,,
0,3300,函,ㄏㄢ,2,8,函,.,1,7,1801,3.26 ,703,2.846955325,395,42.05 ,8516,3.93 ,.,.,.,.,.,.,1,7,2,8516,2008,6508,0.29 ,0.24 ,0.29 ,0.24 ,0.31 ,,
0,3301,涵,ㄏㄢ,2,11,函,函,1,7,537,2.73 ,1305,3.115610512,819,88.40 ,8516,3.93 ,2,2,1,1,1,1,1,7,2,8516,2008,6508,0.29 ,0.24 ,0.29 ,0.24 ,0.31 ,,
1535,3306,韓,ㄏㄢ,2,17,韋,韋,1,7,2684,3.43 ,2041,3.309843005,720,113.37 ,8516,3.93 ,12,1,0.083333333,0.181203189,0.19449577,0.114350416,6,7,1,8516,2041,6475,0.14 ,0.24 ,0.21 ,0.24 ,0.17 ,,
3816,3297,罕,ㄏㄢ,3,7,干,干,2,2,378,2.58 ,374,2.572871602,257,23.25 ,1371,3.14 ,16,8,0.5,0.361175986,0.328583927,0.457823302,2,2,1,1371,374,997,0.50 ,0.27 ,0.27 ,0.27 ,0.46 ,,
1803,3296,喊,ㄏㄢ,3,12,咸,咸,1,2,684,2.84 ,997,2.998695158,695,56.25 ,1371,3.14 ,6,1,0.166666667,0.229090074,0.186285501,0.181397903,1,2,1,1371,997,374,0.50 ,0.73 ,0.73 ,0.73 ,0.54 ,,
288,3309,漢,ㄏㄢ,4,14,,,1,14,1843,3.27 ,3199,3.50501424,1080,198.61 ,6215,3.79 ,3,1,0.333333333,0.600720865,0.667334001,0.404783379,1,14,1,6215,3199,3016,0.07 ,0.51 ,0.33 ,0.51 ,0.12 ,,
3815,3310,汗,ㄏㄢ,4,6,干,干,2,14,350,2.54 ,825,2.916453949,465,44.34 ,6215,3.79 ,16,8,0.5,0.361175986,0.328583927,0.457823302,2,14,3,6215,1212,5003,0.21 ,0.20 ,0.27 ,0.20 ,0.23 ,,
3810,3312,扞,ㄏㄢ,4,6,干,干,1,14,12,1.08 ,13,1.113943352,10,0.14 ,6215,3.79 ,16,8,0.5,0.361175986,0.328583927,0.457823302,2,14,3,6215,1212,5003,0.21 ,0.20 ,0.27 ,0.20 ,0.23 ,,
0,3313,罕,ㄏㄢ,4,7,干,干,2,14,378,2.58 ,374,2.572871602,257,23.25 ,6215,3.79 ,16,8,0.5,0.361175986,0.328583927,0.457823302,2,14,3,6215,1212,5003,0.21 ,0.20 ,0.27 ,0.20 ,0.23 ,,
0,3322,頷,ㄏㄢ,4,16,含,含,1,14,9,0.95 ,15,1.176091259,11,1.15 ,6215,3.79 ,1,1,1,1,1,1,6,14,1,6215,15,6200,0.07 ,0.00 ,0.00 ,0.00 ,0.04 ,,剔除讀音ㄏㄢ2(3308)
3811,3311,旱,ㄏㄢ,4,7,旱,干,1,14,177,2.25 ,187,2.271841607,115,13.78 ,6215,3.79 ,16,8,0.5,0.361175986,0.328583927,0.457823302,2,14,4,6215,466,5749,0.29 ,0.07 ,0.10 ,0.07 ,0.26 ,,
2548,3314,悍,ㄏㄢ,4,10,旱,旱,1,14,134,2.13 ,152,2.181843588,129,9.33 ,6215,3.79 ,6,3,0.5,0.109929078,0.091836735,0.440661342,3,14,4,6215,466,5749,0.29 ,0.07 ,0.10 ,0.07 ,0.26 ,,
2549,3315,焊,ㄏㄢ,4,11,旱,旱,1,14,67,1.83 ,14,1.146128036,9,0.43 ,6215,3.79 ,6,3,0.5,0.109929078,0.091836735,0.440661342,3,14,4,6215,466,5749,0.29 ,0.07 ,0.10 ,0.07 ,0.26 ,,
2551,3317,捍,ㄏㄢ,4,10,旱,旱,1,14,39,1.59 ,113,2.053078443,97,4.59 ,6215,3.79 ,6,3,0.5,0.109929078,0.091836735,0.440661342,3,14,4,6215,466,5749,0.29 ,0.07 ,0.10 ,0.07 ,0.26 ,,
0,3323,菡,ㄏㄢ,4,12,函,函,1,14,2,0.30 ,2,0.301029996,2,0.14 ,6215,3.79 ,2,2,1,1,1,1,7,14,1,6215,2,6213,0.07 ,0.00 ,0.00 ,0.00 ,0.01 ,b,菡萏，荷花
733,3318,憾,ㄏㄢ,4,16,感,感,1,14,486,2.69 ,581,2.764176132,502,36.45 ,6215,3.79 ,2,2,1,1,1,1,4,14,2,6215,855,5360,0.14 ,0.14 ,0.19 ,0.14 ,0.18 ,,
734,3319,撼,ㄏㄢ,4,16,感,感,1,14,205,2.31 ,274,2.437750563,246,14.78 ,6215,3.79 ,2,2,1,1,1,1,4,14,2,6215,855,5360,0.14 ,0.14 ,0.19 ,0.14 ,0.18 ,,
0,3320,翰,ㄏㄢ,4,16,翰,.,1,14,233,2.37 ,364,2.561101384,180,24.40 ,6215,3.79 ,.,.,.,.,.,.,5,14,2,6215,466,5749,0.14 ,0.07 ,0.10 ,0.07 ,0.16 ,,
0,3321,瀚,ㄏㄢ,4,19,翰,翰,1,14,38,1.58 ,102,2.008600172,62,7.03 ,6215,3.79 ,1,1,1,1,1,1,5,14,2,6215,466,5749,0.14 ,0.07 ,0.10 ,0.07 ,0.16 ,,
2697,3330,痕,ㄏㄣ,2,11,艮,艮,1,1,404,2.61 ,571,2.756636108,381,33.44 ,571,2.76 ,13,4,0.307692308,0.254692105,0.230816152,0.308693699,1,1,1,571,571,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
2699,3328,狠,ㄏㄣ,3,9,艮,艮,1,2,202,2.31 ,380,2.579783597,220,27.12 ,26855,4.43 ,13,4,0.307692308,0.254692105,0.230816152,0.308693699,1,2,2,26855,26855,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
2698,3329,很,ㄏㄣ,3,9,艮,艮,1,2,7859,3.90 ,26475,4.422835969,6771,1662.61 ,26855,4.43 ,13,4,0.307692308,0.254692105,0.230816152,0.308693699,1,2,2,26855,26855,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
2696,3331,恨,ㄏㄣ,4,9,艮,艮,1,1,378,2.58 ,833,2.920645001,498,54.67 ,833,2.92 ,13,4,0.307692308,0.254692105,0.230816152,0.308693699,1,1,1,833,833,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3332,夯,ㄏㄤ,1,5,力,.,1,1,4,0.60 ,3,0.477121255,2,0.43 ,3,0.48 ,.,.,.,.,.,.,1,1,1,3,3,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3765,3333,航,ㄏㄤ,2,10,亢,亢,1,5,4487,3.65 ,2858,3.456062224,675,181.53 ,44467,4.65 ,11,5,0.454545455,0.461928934,0.469955724,0.421336253,1,5,4,44467,3083,41384,0.80 ,0.07 ,0.53 ,0.38 ,0.63 ,,
3764,3334,杭,ㄏㄤ,2,8,亢,亢,1,5,94,1.97 ,180,2.255272505,88,8.75 ,44467,4.65 ,11,5,0.454545455,0.461928934,0.469955724,0.421336253,1,5,4,44467,3083,41384,0.80 ,0.07 ,0.53 ,0.38 ,0.63 ,,
3767,3335,吭,ㄏㄤ,2,7,亢,亢,2,5,26,1.41 ,42,1.62324929,37,2.44 ,44467,4.65 ,11,5,0.454545455,0.461928934,0.469955724,0.421336253,1,5,4,44467,3083,41384,0.80 ,0.07 ,0.53 ,0.38 ,0.63 ,,
0,3337,頏,ㄏㄤ,2,13,亢,亢,1,5,2,0.30 ,3,0.477121255,2,0.29 ,44467,4.65 ,11,5,0.454545455,0.461928934,0.469955724,0.421336253,1,5,4,44467,3083,41384,0.80 ,0.07 ,0.53 ,0.38 ,0.63 ,b,頡頏
0,3336,行,ㄏㄤ,2,6,行,.,3,5,60518,4.78 ,41384,4.616832465,10750,2677.31 ,44467,4.65 ,.,.,.,.,.,.,2,5,1,44467,41384,3083,0.20 ,0.93 ,0.47 ,0.62 ,0.37 ,,
3766,3339,沆,ㄏㄤ,4,7,亢,亢,1,1,6,0.78 ,4,0.602059991,4,0.29 ,4,0.60 ,11,5,0.454545455,0.461928934,0.469955724,0.421336253,1,1,1,4,4,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3340,亨,ㄏㄥ,1,7,亨,.,1,2,279,2.45 ,256,2.408239965,127,17.36 ,724,2.86 ,.,.,.,.,.,.,1,2,2,724,724,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3341,哼,ㄏㄥ,1,10,亨,亨,1,2,34,1.53 ,468,2.670245853,139,11.62 ,724,2.86 ,2,1,0.5,0.693333333,0.693333333,0.535525486,1,2,2,724,724,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,3345,恆,ㄏㄥ,2,9,亙,亙,1,6,601,2.78 ,840,2.924279286,496,55.10 ,3388,3.53 ,1,1,1,1,1,1,2,6,1,3388,840,2548,0.17 ,0.25 ,0.25 ,0.25 ,0.24 ,,
0,3342,衡,ㄏㄥ,2,16,行,行,1,6,1239,3.09 ,1346,3.12904506,876,94.42 ,3388,3.53 ,6,4,0.666666667,0.622352411,0.622352411,0.544762488,1,6,4,3388,1381,2007,0.67 ,0.41 ,0.41 ,0.41 ,0.51 ,,
0,3343,桁,ㄏㄥ,2,10,行,行,1,6,5,0.70 ,12,1.079181246,7,0.72 ,3388,3.53 ,6,4,0.666666667,0.622352411,0.622352411,0.544762488,1,6,4,3388,1381,2007,0.67 ,0.41 ,0.41 ,0.41 ,0.51 ,,
0,3344,珩,ㄏㄥ,2,10,行,行,1,6,12,1.08 ,16,1.204119983,11,1.15 ,3388,3.53 ,6,4,0.666666667,0.622352411,0.622352411,0.544762488,1,6,4,3388,1381,2007,0.67 ,0.41 ,0.41 ,0.41 ,0.51 ,,
0,3347,蘅,ㄏㄥ,2,20,行,行,1,6,1,0.00 ,7,0.84509804,3,1.00 ,3388,3.53 ,6,4,0.666666667,0.622352411,0.622352411,0.544762488,1,6,4,3388,1381,2007,0.67 ,0.41 ,0.41 ,0.41 ,0.51 ,,蘅蕪
760,3346,橫,ㄏㄥ,2,16,黃,黃,2,6,1026,3.01 ,1167,3.067070856,747,72.47 ,3388,3.53 ,6,2,0.333333333,0.885768501,0.885768501,0.461375458,3,6,1,3388,1167,2221,0.17 ,0.34 ,0.34 ,0.34 ,0.25 ,,
759,3349,橫,ㄏㄥ,4,16,黃,黃,2,1,1026,3.01 ,1167,3.067070856,747,72.47 ,1167,3.07 ,6,2,0.333333333,0.885768501,0.885768501,0.461375458,1,1,1,1167,1167,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
